,no,userid,version,sum_gameround,retention_1,retention_7
37642,84627,9382106,gate_40,92,1,1
37643,84628,9382529,gate_40,20,1,0
37644,84630,9382641,gate_40,3,1,0
37645,84632,9382698,gate_40,9,1,0
37646,84634,9382776,gate_40,72,1,0
37647,84638,9383238,gate_40,414,1,1
37648,84639,9383315,gate_40,35,1,0
37649,84641,9383449,gate_30,9,1,0
37650,84643,9383472,gate_30,3,1,0
37651,84644,9383493,gate_30,27,1,1
37652,84656,9384656,gate_30,81,1,0
37653,84657,9384780,gate_30,82,1,1
37654,84660,9385442,gate_40,105,1,0
37655,84661,9385701,gate_30,57,1,0
37656,84663,9385835,gate_30,255,1,1
37657,84664,9385894,gate_30,23,1,1
37658,84668,9386709,gate_30,165,1,0
37659,84670,9387534,gate_30,39,1,1
37660,84672,9387672,gate_40,144,1,1
37661,84675,9387927,gate_40,43,1,1
37662,84678,9388211,gate_40,4,1,0
37663,84682,9388978,gate_40,25,1,0
37664,84684,9389304,gate_40,19,1,0
37665,84686,9389329,gate_40,15,1,0
37666,84688,9389586,gate_30,73,1,0
37667,84698,9390780,gate_30,244,1,1
37668,84699,9390786,gate_40,54,1,0
37669,84703,9391535,gate_40,12,1,0
37670,84704,9391547,gate_40,4,1,0
37671,84707,9391644,gate_30,149,1,1
37672,84711,9391900,gate_30,441,1,1
37673,84716,9392142,gate_40,114,1,1
37674,84717,9392196,gate_30,60,1,1
37675,84718,9392503,gate_30,71,1,1
37676,84720,9392736,gate_30,48,1,1
37677,84722,9392958,gate_30,30,1,0
37678,84724,9393044,gate_40,582,1,1
37679,84725,9393092,gate_40,107,1,0
37680,84727,9393222,gate_40,16,1,1
37681,84728,9393354,gate_40,294,1,1
37682,84731,9393452,gate_30,102,1,0
37683,84732,9393523,gate_40,16,1,0
37684,84733,9393675,gate_40,31,1,0
37685,84738,9393906,gate_30,7,1,0
37686,84739,9394100,gate_40,43,1,0
37687,84740,9394159,gate_40,32,1,0
37688,84742,9394333,gate_40,28,1,0
37689,84744,9394907,gate_30,85,1,0
37690,84745,9394924,gate_40,36,1,0
37691,84748,9395190,gate_30,8,1,0
37692,84752,9395614,gate_40,420,1,1
37693,84754,9395761,gate_30,53,1,0
37694,84756,9395825,gate_40,21,1,0
37695,84758,9396282,gate_40,58,1,0
37696,84763,9396828,gate_40,48,1,0
37697,84765,9397000,gate_30,29,1,1
37698,84766,9397206,gate_40,24,1,0
37699,84768,9397400,gate_30,15,1,0
37700,84771,9397562,gate_30,64,1,0
37701,84772,9397673,gate_40,479,1,1
37702,84773,9397998,gate_30,83,1,0
37703,84775,9398107,gate_30,106,1,0
37704,84776,9398145,gate_40,66,1,0
37705,84778,9398366,gate_30,32,1,0
37706,84779,9398514,gate_30,44,1,0
37707,84780,9398554,gate_30,48,1,0
37708,84784,9398804,gate_40,51,1,0
37709,84794,9399603,gate_40,17,1,0
37710,84795,9399823,gate_40,34,1,0
37711,84798,9400282,gate_30,147,1,1
37712,84799,9400313,gate_30,68,1,1
37713,84801,9400802,gate_30,7,1,0
37714,84803,9400976,gate_40,44,1,1
37715,84806,9401202,gate_30,35,1,0
37716,84808,9401382,gate_30,100,1,1
37717,84810,9401744,gate_40,116,1,0
37718,84813,9402173,gate_40,6,1,0
37719,84814,9402482,gate_30,12,1,0
37720,84816,9402707,gate_30,134,1,0
37721,84820,9403302,gate_40,117,1,1
37722,84824,9403684,gate_30,12,1,0
37723,84826,9403771,gate_40,14,1,0
37724,84833,9404294,gate_40,36,1,1
37725,84834,9404343,gate_30,1,1,1
37726,84835,9404392,gate_40,57,1,0
37727,84836,9404488,gate_40,74,1,1
37728,84837,9404719,gate_30,105,1,1
37729,84838,9404752,gate_30,177,1,1
37730,84840,9404878,gate_30,20,1,0
37731,84844,9405808,gate_40,27,1,0
37732,84854,9406754,gate_40,19,1,0
37733,84855,9406809,gate_40,11,1,0
37734,84856,9406813,gate_40,97,1,0
37735,84858,9407018,gate_40,24,1,0
37736,84859,9407033,gate_40,455,1,1
37737,84862,9407251,gate_30,23,1,0
37738,84863,9407399,gate_30,344,1,1
37739,84867,9407718,gate_40,56,1,0
37740,84868,9407738,gate_30,19,1,0
37741,84871,9408181,gate_30,351,1,1
37742,84878,9408853,gate_40,10,1,0
37743,84884,9409256,gate_30,22,1,0
37744,84885,9409315,gate_30,1490,1,1
37745,84890,9410164,gate_40,22,1,1
37746,84891,9410226,gate_40,26,1,0
37747,84893,9410403,gate_30,52,1,0
37748,84895,9410888,gate_30,457,1,1
37749,84896,9410979,gate_30,25,1,0
37750,84899,9411187,gate_40,18,1,0
37751,84900,9411221,gate_40,377,1,1
37752,84907,9411961,gate_40,172,1,1
37753,84908,9411966,gate_30,27,1,0
37754,84909,9412025,gate_40,5,1,0
37755,84910,9412057,gate_40,32,1,0
37756,84914,9412483,gate_40,14,1,0
37757,84915,9412679,gate_30,6,1,0
37758,84918,9412801,gate_30,59,1,0
37759,84921,9413269,gate_40,965,1,1
37760,84924,9413545,gate_40,299,1,1
37761,84925,9413674,gate_40,61,1,1
37762,84927,9413825,gate_30,25,1,1
37763,84928,9413895,gate_30,44,1,0
37764,84929,9413897,gate_40,73,1,0
37765,84930,9413914,gate_40,264,1,1
37766,84933,9414284,gate_40,2,1,0
37767,84934,9414355,gate_30,139,1,0
37768,84935,9414580,gate_30,62,1,1
37769,84936,9414581,gate_30,53,1,0
37770,84937,9414584,gate_40,22,1,0
37771,84939,9414735,gate_30,23,1,1
37772,84940,9414786,gate_40,14,1,0
37773,84941,9414927,gate_40,22,1,0
37774,84942,9414969,gate_40,137,1,0
37775,84944,9415145,gate_30,25,1,0
37776,84945,9415196,gate_30,4,1,0
37777,84947,9415267,gate_30,34,1,0
37778,84950,9415688,gate_30,68,1,0
37779,84952,9415829,gate_40,97,1,0
37780,84954,9415976,gate_30,8,1,0
37781,84955,9415982,gate_30,26,1,0
37782,84957,9416113,gate_40,56,1,0
37783,84958,9416158,gate_40,120,1,0
37784,84964,9416607,gate_40,6,1,0
37785,84965,9416616,gate_40,116,1,0
37786,84966,9416805,gate_40,6,1,0
37787,84967,9416841,gate_40,24,1,1
37788,84968,9416852,gate_40,99,1,0
37789,84970,9417126,gate_30,222,1,1
37790,84971,9417216,gate_30,15,1,0
37791,84972,9417293,gate_40,22,1,1
37792,84975,9417439,gate_30,12,1,0
37793,84976,9417537,gate_30,674,1,1
37794,84981,9418344,gate_30,58,1,0
37795,84983,9418722,gate_30,289,1,1
37796,84984,9418907,gate_40,23,1,0
37797,84986,9419359,gate_30,162,1,0
37798,84988,9419674,gate_40,157,1,0
37799,84991,9419958,gate_30,26,1,0
37800,84993,9420143,gate_30,197,1,0
37801,84994,9420145,gate_30,193,1,0
37802,84995,9420205,gate_40,124,1,1
37803,85000,9420746,gate_40,152,1,1
37804,85004,9420907,gate_30,738,1,1
37805,85005,9420952,gate_40,107,1,1
37806,85007,9421364,gate_40,392,1,1
37807,85008,9421533,gate_40,182,1,0
37808,85010,9421779,gate_30,12,1,1
37809,85011,9422114,gate_30,16,1,0
37810,85012,9422204,gate_30,98,1,1
37811,85014,9422278,gate_40,30,1,0
37812,85017,9422516,gate_30,6,1,0
37813,85018,9422535,gate_40,29,1,0
37814,85021,9422767,gate_30,26,1,0
37815,85023,9422897,gate_30,259,1,0
37816,85025,9423158,gate_40,43,1,0
37817,85026,9423386,gate_30,309,1,0
37818,85027,9423644,gate_30,53,1,1
37819,85028,9423663,gate_40,127,1,0
37820,85030,9423951,gate_40,125,1,0
37821,85031,9423977,gate_40,21,1,0
37822,85035,9424406,gate_30,102,1,0
37823,85037,9424444,gate_40,30,1,0
37824,85040,9425137,gate_40,318,1,1
37825,85044,9425609,gate_30,65,1,1
37826,85045,9425620,gate_30,17,1,1
37827,85046,9425627,gate_30,42,1,0
37828,85047,9425790,gate_30,27,1,0
37829,85049,9425873,gate_40,375,1,1
37830,85050,9426223,gate_40,31,1,0
37831,85052,9426396,gate_30,113,1,1
37832,85054,9426563,gate_30,129,1,0
37833,85059,9426910,gate_30,40,1,0
37834,85063,9427360,gate_40,30,1,0
37835,85065,9427560,gate_40,317,1,1
37836,85066,9427745,gate_30,70,1,1
37837,85072,9428028,gate_40,252,1,1
37838,85073,9428150,gate_30,19,1,0
37839,85077,9428492,gate_30,152,1,1
37840,85078,9428679,gate_30,7,1,0
37841,85079,9428745,gate_30,30,1,0
37842,85082,9428882,gate_30,38,1,0
37843,85084,9429337,gate_40,159,1,1
37844,85087,9429480,gate_30,17,1,0
37845,85088,9429672,gate_30,73,1,1
37846,85090,9429848,gate_40,40,1,0
37847,85091,9429997,gate_30,199,1,0
37848,85092,9430274,gate_30,35,1,0
37849,85093,9430322,gate_40,147,1,0
37850,85094,9430329,gate_40,80,1,0
37851,85098,9430598,gate_30,15,1,0
37852,85099,9430628,gate_30,36,1,0
37853,85101,9430748,gate_30,96,1,1
37854,85103,9430925,gate_40,14,1,1
37855,85106,9431365,gate_30,35,1,0
37856,85107,9431369,gate_30,10,1,0
37857,85108,9431426,gate_40,40,1,1
37858,85109,9431704,gate_30,74,1,0
37859,85110,9431710,gate_40,5,1,0
37860,85112,9431927,gate_40,34,1,1
37861,85114,9432154,gate_40,105,1,1
37862,85115,9432228,gate_40,197,1,1
37863,85116,9432335,gate_40,83,1,0
37864,85117,9432383,gate_30,19,1,0
37865,85119,9432598,gate_40,56,1,0
37866,85123,9433627,gate_30,22,1,0
37867,85125,9433696,gate_40,175,1,0
37868,85127,9433814,gate_30,4,1,0
37869,85128,9433838,gate_30,23,1,0
37870,85129,9434166,gate_40,113,1,1
37871,85131,9434351,gate_30,143,1,1
37872,85135,9434805,gate_40,30,1,0
37873,85137,9435094,gate_40,8,1,0
37874,85138,9435121,gate_40,57,1,1
37875,85139,9435136,gate_30,35,1,0
37876,85140,9435210,gate_40,50,1,0
37877,85145,9435916,gate_40,143,1,0
37878,85146,9436121,gate_30,178,1,0
37879,85148,9436187,gate_30,44,1,0
37880,85150,9436228,gate_30,61,1,0
37881,85151,9436258,gate_40,83,1,0
37882,85152,9436263,gate_40,107,1,1
37883,85153,9436293,gate_30,91,1,1
37884,85154,9436411,gate_30,56,1,1
37885,85155,9436575,gate_30,69,1,0
37886,85158,9437007,gate_30,53,1,0
37887,85159,9437031,gate_30,120,1,0
37888,85160,9437144,gate_40,244,1,0
37889,85161,9437249,gate_30,5,1,0
37890,85162,9437265,gate_40,21,1,0
37891,85163,9437284,gate_40,310,1,1
37892,85167,9437545,gate_30,11,1,0
37893,85169,9437658,gate_30,51,1,0
37894,85179,9438329,gate_40,82,1,0
37895,85182,9438743,gate_30,37,1,0
37896,85184,9438967,gate_40,585,1,1
37897,85189,9439403,gate_30,13,1,0
37898,85193,9439940,gate_40,15,1,0
37899,85195,9440043,gate_40,414,1,1
37900,85197,9440086,gate_40,36,1,0
37901,85201,9440475,gate_40,40,1,0
37902,85202,9440704,gate_40,42,1,0
37903,85203,9440845,gate_30,15,1,0
37904,85204,9440932,gate_40,33,1,0
37905,85208,9441361,gate_30,215,1,0
37906,85210,9441690,gate_30,42,1,0
37907,85215,9442148,gate_40,135,1,1
37908,85217,9442172,gate_30,224,1,1
37909,85220,9442735,gate_30,9,1,0
37910,85221,9442957,gate_30,109,1,0
37911,85222,9443059,gate_40,284,1,1
37912,85224,9443140,gate_30,13,1,0
37913,85230,9443328,gate_40,23,1,0
37914,85231,9443728,gate_40,119,1,1
37915,85232,9443762,gate_40,23,1,1
37916,85233,9443764,gate_40,117,1,1
37917,85234,9443871,gate_40,32,1,0
37918,85235,9443900,gate_40,29,1,0
37919,85237,9444339,gate_40,55,1,0
37920,85239,9444387,gate_30,66,1,0
37921,85246,9445473,gate_40,1108,1,1
37922,85247,9445505,gate_30,40,1,0
37923,85248,9445549,gate_30,50,1,0
37924,85249,9445669,gate_40,23,1,0
37925,85250,9445699,gate_40,23,1,0
37926,85251,9445888,gate_40,35,1,1
37927,85252,9445922,gate_40,6,1,0
37928,85258,9446617,gate_40,145,1,1
37929,85259,9446682,gate_40,35,1,0
37930,85262,9447307,gate_30,47,1,1
37931,85265,9447597,gate_40,28,1,1
37932,85269,9448016,gate_30,21,1,0
37933,85270,9448139,gate_30,72,1,1
37934,85271,9448190,gate_30,71,1,0
37935,85272,9448474,gate_40,52,1,0
37936,85274,9448716,gate_40,68,1,0
37937,85279,9449142,gate_40,792,1,1
37938,85281,9449417,gate_30,135,1,0
37939,85282,9449433,gate_40,502,1,1
37940,85284,9449744,gate_40,157,1,0
37941,85289,9450276,gate_30,6,1,0
37942,85292,9451011,gate_30,47,1,1
37943,85298,9451705,gate_30,15,1,0
37944,85301,9451959,gate_40,47,1,0
37945,85302,9451965,gate_30,213,1,1
37946,85304,9452301,gate_40,145,1,0
37947,85305,9452350,gate_40,342,1,1
37948,85306,9452381,gate_30,3,1,0
37949,85307,9452511,gate_30,21,1,0
37950,85309,9452797,gate_30,3,1,0
37951,85312,9453383,gate_30,53,1,1
37952,85314,9453699,gate_40,199,1,1
37953,85316,9453866,gate_30,44,1,0
37954,85320,9454157,gate_40,40,1,0
37955,85321,9454165,gate_30,24,1,0
37956,85324,9454844,gate_30,34,1,0
37957,85330,9455767,gate_40,201,1,1
37958,85331,9455810,gate_40,81,1,1
37959,85332,9455958,gate_30,54,1,1
37960,85333,9456011,gate_40,23,1,0
37961,85334,9456118,gate_40,32,1,0
37962,85338,9456424,gate_40,113,1,0
37963,85340,9456758,gate_30,36,1,0
37964,85341,9456771,gate_40,33,1,0
37965,85342,9456780,gate_30,186,1,1
37966,85343,9456967,gate_30,108,1,1
37967,85344,9457198,gate_40,49,1,0
37968,85348,9457792,gate_30,130,1,0
37969,85351,9458082,gate_30,147,1,1
37970,85352,9458222,gate_30,138,1,0
37971,85353,9458358,gate_40,31,1,0
37972,85354,9458522,gate_30,7,1,0
37973,85355,9458642,gate_40,386,1,1
37974,85356,9458647,gate_40,31,1,1
37975,85357,9458682,gate_40,333,1,1
37976,85358,9458943,gate_40,238,1,1
37977,85360,9459288,gate_40,37,1,0
37978,85363,9459612,gate_30,173,1,0
37979,85366,9459736,gate_30,7,1,0
37980,85369,9460028,gate_40,21,1,1
37981,85373,9460187,gate_30,148,1,0
37982,85377,9460863,gate_40,298,1,0
37983,85378,9460912,gate_30,42,1,0
37984,85379,9460913,gate_30,374,1,1
37985,85380,9461004,gate_40,279,1,1
37986,85381,9461025,gate_30,32,1,0
37987,85382,9461046,gate_40,41,1,0
37988,85383,9461161,gate_30,110,1,0
37989,85385,9461362,gate_40,121,1,1
37990,85386,9461934,gate_30,38,1,0
37991,85388,9461998,gate_30,6,1,0
37992,85389,9462012,gate_30,13,1,0
37993,85390,9462029,gate_30,12,1,0
37994,85392,9462342,gate_30,229,1,0
37995,85394,9462470,gate_40,7,1,0
37996,85395,9462782,gate_40,2,1,0
37997,85396,9462819,gate_30,46,1,0
37998,85397,9463015,gate_30,141,1,0
37999,85400,9463287,gate_30,72,1,0
38000,85401,9463431,gate_40,21,1,0
38001,85402,9463578,gate_30,39,1,0
38002,85405,9463695,gate_40,124,1,0
38003,85408,9463749,gate_40,27,1,0
38004,85414,9465170,gate_40,185,1,1
38005,85416,9465547,gate_40,22,1,0
38006,85419,9465775,gate_30,21,1,0
38007,85421,9466387,gate_30,40,1,0
38008,85424,9466504,gate_40,126,1,0
38009,85425,9466566,gate_40,20,1,0
38010,85427,9466586,gate_40,42,1,1
38011,85430,9466654,gate_40,119,1,0
38012,85432,9466776,gate_40,90,1,0
38013,85433,9466831,gate_30,19,1,0
38014,85435,9466958,gate_40,276,1,1
38015,85438,9467438,gate_30,91,1,0
38016,85439,9467535,gate_40,288,1,1
38017,85446,9468892,gate_40,83,1,0
38018,85447,9468960,gate_40,13,1,0
38019,85448,9469044,gate_30,19,1,0
38020,85450,9469149,gate_40,36,1,1
38021,85451,9469349,gate_30,44,1,1
38022,85452,9469488,gate_40,10,1,0
38023,85455,9469746,gate_40,13,1,0
38024,85461,9470254,gate_30,242,1,1
38025,85462,9470334,gate_40,14,1,0
38026,85471,9471036,gate_40,53,1,0
38027,85473,9471213,gate_40,80,1,0
38028,85474,9471516,gate_40,97,1,0
38029,85475,9471568,gate_40,28,1,0
38030,85482,9472158,gate_40,11,1,0
38031,85491,9472747,gate_40,23,1,0
38032,85494,9472974,gate_40,85,1,0
38033,85496,9473254,gate_30,65,1,0
38034,85497,9473340,gate_30,52,1,1
38035,85498,9473700,gate_40,217,1,1
38036,85499,9473766,gate_40,29,1,0
38037,85501,9473876,gate_40,89,1,1
38038,85505,9474052,gate_40,112,1,0
38039,85507,9474107,gate_30,214,1,1
38040,85508,9474136,gate_40,4,1,0
38041,85510,9474228,gate_40,172,1,0
38042,85512,9474546,gate_40,15,1,0
38043,85513,9474569,gate_40,22,1,0
38044,85514,9474642,gate_40,154,1,1
38045,85515,9474713,gate_30,33,1,0
38046,85517,9474860,gate_40,9,1,0
38047,85518,9475137,gate_40,28,1,0
38048,85523,9475749,gate_40,7,1,0
38049,85525,9475913,gate_40,69,1,0
38050,85527,9476234,gate_30,101,1,0
38051,85529,9476518,gate_40,58,1,0
38052,85538,9477667,gate_30,6,1,0
38053,85544,9478333,gate_40,81,1,1
38054,85550,9478998,gate_40,234,1,1
38055,85552,9479047,gate_30,6,1,0
38056,85553,9479066,gate_40,56,1,1
38057,85555,9479336,gate_40,64,1,1
38058,85556,9479515,gate_40,15,1,0
38059,85560,9480070,gate_40,258,1,1
38060,85563,9480122,gate_40,21,1,0
38061,85565,9480321,gate_40,51,1,0
38062,85566,9480389,gate_40,82,1,0
38063,85570,9481320,gate_40,16,1,0
38064,85577,9482007,gate_40,42,1,0
38065,85578,9482033,gate_30,11,1,0
38066,85581,9482350,gate_40,156,1,0
38067,85582,9482353,gate_40,20,1,0
38068,85585,9482657,gate_40,287,1,0
38069,85587,9482743,gate_30,30,1,0
38070,85588,9482757,gate_30,73,1,1
38071,85592,9482955,gate_40,182,1,0
38072,85594,9483358,gate_30,72,1,1
38073,85595,9483605,gate_30,131,1,1
38074,85598,9483659,gate_30,117,1,1
38075,85600,9484127,gate_30,38,1,0
38076,85603,9484445,gate_40,3,1,0
38077,85605,9484521,gate_40,83,1,1
38078,85606,9484574,gate_40,7,1,0
38079,85608,9484915,gate_40,31,1,0
38080,85610,9485439,gate_40,3,1,0
38081,85612,9485583,gate_30,20,1,0
38082,85613,9485605,gate_40,72,1,0
38083,85614,9485606,gate_30,9,1,0
38084,85615,9485748,gate_40,78,1,0
38085,85617,9485825,gate_40,24,1,1
38086,85618,9485978,gate_30,45,1,0
38087,85621,9486139,gate_30,22,1,0
38088,85627,9486587,gate_30,208,1,1
38089,85631,9487116,gate_30,64,1,0
38090,85632,9487177,gate_40,91,1,0
38091,85633,9487181,gate_40,70,1,0
38092,85634,9487322,gate_30,95,1,0
38093,85635,9487445,gate_40,78,1,0
38094,85637,9487645,gate_40,19,1,0
38095,85639,9487896,gate_40,118,1,1
38096,85640,9487916,gate_30,10,1,1
38097,85641,9488030,gate_30,25,1,0
38098,85643,9488179,gate_40,19,1,0
38099,85645,9488469,gate_30,22,1,0
38100,85647,9488498,gate_40,145,1,1
38101,85649,9488688,gate_40,12,1,0
38102,85652,9489654,gate_40,21,1,0
38103,85654,9489732,gate_40,25,1,0
38104,85657,9490016,gate_30,35,1,0
38105,85661,9490522,gate_40,1,1,0
38106,85662,9490665,gate_40,353,1,1
38107,85664,9490839,gate_30,184,1,1
38108,85665,9491189,gate_40,20,1,0
38109,85666,9491204,gate_30,188,1,1
38110,85667,9491567,gate_40,23,1,0
38111,85668,9491585,gate_40,59,1,0
38112,85669,9491693,gate_40,70,1,0
38113,85670,9491899,gate_40,140,1,1
38114,85672,9492025,gate_30,14,1,0
38115,85674,9492198,gate_30,153,1,0
38116,85675,9492509,gate_30,302,1,1
38117,85677,9492568,gate_40,22,1,0
38118,85678,9492755,gate_30,74,1,0
38119,85679,9492766,gate_40,225,1,0
38120,85681,9492843,gate_30,48,1,1
38121,85683,9493128,gate_30,31,1,0
38122,85685,9493510,gate_30,71,1,1
38123,85686,9493546,gate_40,121,1,0
38124,85687,9493653,gate_40,196,1,1
38125,85689,9493730,gate_30,80,1,0
38126,85690,9493749,gate_30,51,1,0
38127,85691,9493831,gate_40,63,1,1
38128,85692,9493892,gate_40,24,1,0
38129,85693,9494099,gate_30,19,1,0
38130,85698,9495522,gate_40,582,1,1
38131,85699,9495723,gate_30,23,1,0
38132,85700,9495800,gate_30,504,1,1
38133,85701,9495846,gate_30,134,1,1
38134,85702,9495889,gate_40,29,1,0
38135,85704,9496066,gate_40,30,1,0
38136,85706,9496113,gate_30,77,1,0
38137,85707,9496541,gate_30,143,1,0
38138,85708,9496817,gate_40,130,1,0
38139,85709,9497103,gate_40,15,1,0
38140,85713,9497466,gate_40,130,1,0
38141,85721,9498653,gate_40,147,1,1
38142,85723,9498836,gate_30,80,1,0
38143,85725,9498975,gate_40,98,1,0
38144,85726,9499013,gate_40,87,1,1
38145,85728,9499564,gate_40,45,1,0
38146,85735,9499905,gate_30,195,1,1
38147,85736,9500112,gate_30,34,1,0
38148,85738,9500340,gate_40,45,1,0
38149,85742,9500676,gate_40,18,1,0
38150,85744,9501023,gate_30,49,1,0
38151,85745,9501032,gate_30,89,1,1
38152,85746,9501080,gate_40,68,1,1
38153,85748,9501356,gate_40,176,1,0
38154,85749,9501423,gate_40,96,1,0
38155,85754,9502113,gate_30,7,1,0
38156,85756,9502221,gate_30,92,1,0
38157,85760,9502472,gate_40,17,1,0
38158,85762,9502625,gate_30,145,1,1
38159,85765,9502884,gate_40,37,1,0
38160,85771,9503149,gate_40,236,1,1
38161,85772,9503192,gate_40,251,1,1
38162,85775,9503363,gate_40,220,1,0
38163,85776,9503483,gate_30,23,1,0
38164,85780,9503721,gate_30,11,1,0
38165,85783,9503874,gate_40,226,1,1
38166,85786,9504172,gate_40,85,1,1
38167,85788,9504404,gate_40,1274,1,1
38168,85793,9504722,gate_40,47,1,0
38169,85795,9505096,gate_30,288,1,1
38170,85796,9505248,gate_40,60,1,0
38171,85797,9505281,gate_40,9,1,0
38172,85798,9505327,gate_30,19,1,0
38173,85802,9505495,gate_40,15,1,0
38174,85804,9505784,gate_30,13,1,0
38175,85805,9505790,gate_40,201,1,1
38176,85806,9506210,gate_30,16,1,0
38177,85809,9506368,gate_30,35,1,1
38178,85810,9506450,gate_40,21,1,1
38179,85811,9506458,gate_30,145,1,1
38180,85812,9506504,gate_30,13,1,0
38181,85815,9506606,gate_30,35,1,1
38182,85817,9506750,gate_30,186,1,0
38183,85818,9506899,gate_30,221,1,1
38184,85820,9507026,gate_40,24,1,0
38185,85821,9507348,gate_40,27,1,0
38186,85823,9507626,gate_40,21,1,0
38187,85824,9507750,gate_30,135,1,1
38188,85826,9507959,gate_30,119,1,0
38189,85827,9507975,gate_30,146,1,1
38190,85829,9508120,gate_40,41,1,1
38191,85830,9508278,gate_40,29,1,0
38192,85831,9508442,gate_40,38,1,0
38193,85832,9508510,gate_40,29,1,1
38194,85833,9508631,gate_30,8,1,0
38195,85836,9509128,gate_40,127,1,1
38196,85838,9509367,gate_30,13,1,0
38197,85841,9509619,gate_40,21,1,0
38198,85844,9509722,gate_30,73,1,1
38199,85846,9509912,gate_40,44,1,0
38200,85851,9510542,gate_30,117,1,1
38201,85852,9510642,gate_30,82,1,1
38202,85853,9510760,gate_30,49,1,1
38203,85856,9510949,gate_40,175,1,0
38204,85857,9510977,gate_40,26,1,0
38205,85858,9511023,gate_30,110,1,0
38206,85859,9511052,gate_30,88,1,0
38207,85864,9511353,gate_40,159,1,1
38208,85870,9512218,gate_40,135,1,0
38209,85871,9512275,gate_40,64,1,1
38210,85872,9512277,gate_40,69,1,0
38211,85874,9512391,gate_30,56,1,0
38212,85877,9512868,gate_40,78,1,0
38213,85884,9513633,gate_30,57,1,0
38214,85885,9513704,gate_30,42,1,0
38215,85886,9513744,gate_40,30,1,0
38216,85887,9513836,gate_30,115,1,0
38217,85888,9513938,gate_30,2,1,0
38218,85889,9514126,gate_30,178,1,1
38219,85890,9514406,gate_30,28,1,0
38220,85891,9514432,gate_40,20,1,0
38221,85899,9514817,gate_30,287,1,1
38222,85901,9515045,gate_30,165,1,0
38223,85902,9515080,gate_30,363,1,0
38224,85907,9515949,gate_30,350,1,1
38225,85911,9516102,gate_30,14,1,0
38226,85912,9516195,gate_40,203,1,0
38227,85914,9517086,gate_40,76,1,0
38228,85917,9517226,gate_40,74,1,1
38229,85918,9517240,gate_30,214,1,0
38230,85920,9517369,gate_30,49,1,1
38231,85922,9517553,gate_40,53,1,1
38232,85924,9517712,gate_30,101,1,0
38233,85925,9517721,gate_30,263,1,1
38234,85927,9517914,gate_40,38,1,0
38235,85928,9517979,gate_30,11,1,0
38236,85929,9518187,gate_30,207,1,1
38237,85930,9518189,gate_30,97,1,0
38238,85936,9519035,gate_40,69,1,0
38239,85939,9519274,gate_40,11,1,0
38240,85944,9519927,gate_30,56,1,0
38241,85947,9520270,gate_40,166,1,0
38242,85948,9520411,gate_40,284,1,1
38243,85950,9520534,gate_30,304,1,0
38244,85951,9520573,gate_40,72,1,0
38245,85955,9520928,gate_40,70,1,0
38246,85957,9521025,gate_30,188,1,0
38247,85962,9521175,gate_40,21,1,0
38248,85963,9521229,gate_30,133,1,0
38249,85964,9521620,gate_40,1252,1,1
38250,85965,9522336,gate_40,11,1,0
38251,85969,9522578,gate_30,5,1,0
38252,85970,9522649,gate_30,79,1,0
38253,85971,9522935,gate_30,99,1,0
38254,85972,9522944,gate_30,83,1,0
38255,85978,9523349,gate_30,22,1,0
38256,85985,9524206,gate_40,349,1,1
38257,85987,9524285,gate_40,598,1,1
38258,85988,9524385,gate_40,25,1,0
38259,85990,9524725,gate_40,133,1,0
38260,85993,9524950,gate_40,67,1,0
38261,85994,9525070,gate_30,266,1,1
38262,85997,9525340,gate_30,55,1,0
38263,85999,9525531,gate_40,24,1,0
38264,86003,9525752,gate_40,61,1,0
38265,86005,9525864,gate_30,4,1,0
38266,86007,9525957,gate_40,63,1,1
38267,86009,9526284,gate_40,21,1,0
38268,86010,9526297,gate_30,12,1,0
38269,86014,9526940,gate_40,65,1,1
38270,86017,9527095,gate_40,9,1,0
38271,86022,9527498,gate_30,329,1,1
38272,86024,9527997,gate_30,67,1,0
38273,86027,9528280,gate_40,8,1,0
38274,86030,9528553,gate_30,11,1,0
38275,86033,9528882,gate_30,76,1,1
38276,86035,9529085,gate_30,44,1,0
38277,86036,9529168,gate_30,40,1,1
38278,86038,9529582,gate_40,47,1,0
38279,86039,9529593,gate_40,36,1,0
38280,86040,9529629,gate_40,72,1,0
38281,86041,9529752,gate_40,15,1,0
38282,86046,9530651,gate_30,58,1,0
38283,86047,9530845,gate_40,1145,1,1
38284,86051,9531490,gate_40,27,1,0
38285,86054,9532306,gate_30,35,1,1
38286,86055,9532312,gate_40,12,1,0
38287,86056,9532353,gate_40,15,1,0
38288,86057,9532490,gate_40,64,1,0
38289,86058,9532575,gate_30,87,1,0
38290,86059,9532612,gate_30,40,1,0
38291,86060,9532883,gate_40,37,1,0
38292,86061,9533081,gate_40,63,1,0
38293,86062,9533140,gate_30,7,1,0
38294,86064,9533342,gate_40,11,1,0
38295,86066,9533472,gate_30,23,1,0
38296,86081,9534844,gate_40,31,1,0
38297,86089,9535320,gate_40,12,1,0
38298,86090,9535335,gate_30,44,1,0
38299,86095,9536251,gate_30,3,1,0
38300,86096,9536392,gate_40,206,1,1
38301,86099,9536683,gate_40,19,1,0
38302,86103,9537135,gate_30,142,1,1
38303,86104,9537331,gate_40,18,1,0
38304,86107,9537399,gate_40,76,1,0
38305,86108,9537436,gate_40,22,1,0
38306,86109,9537603,gate_30,18,1,1
